Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,5,20:00,56,4,0.062919,345.89,276,10,0.036787,350.25,504,5,0.010512,362.15,291,4,0.015459,339.29
August,5,20:30,50,5,0.100352,346.06,242,9,0.035219,344.3,438,3,0.007746,359.84,251,2,0.006693,334.02
August,5,21:00,38,3,0.089824,333.28,202,4,0.018042,341.81,368,1,0.00219,358.43,204,0,0.001309,340.33
August,5,21:30,28,1,0.032385,317.31,170,1,0.004027,343.27,307,0,0.001057,357.12,181,0,0.0001,348.39
August,5,22:00,22,2,0.076999,306.12,129,0,0.000222,346.05,253,1,0.004125,352.11,144,0,0.001117,348.89
August,5,22:30,15,5,0.35202,303.22,102,0,2e-06,339.12,199,1,0.005256,345.71,118,0,0.003785,343.52
August,5,23:00,12,4,0.302765,325.19,78,0,0.0,327.01,153,0,0.001897,341.71,92,0,0.001743,344.49
August,5,23:30,9,1,0.087253,321.21,57,0,0.0,307.5,121,0,0.000109,341.04,74,0,0.000102,346.48
August,6,0:00,4,0,0.0,271.77,34,0,0.0,317.88,77,0,0.0,349.83,43,0,0.0,331.87
August,6,0:30,3,0,0.0,280.64,25,0,0.0,313.21,59,0,0.0,345.84,33,0,0.0,345.42
August,6,1:00,2,0,0.0,310.09,15,0,0.0,304.71,44,0,0.0,350.74,25,0,0.0,338.77
August,6,1:30,2,0,0.0,316.72,8,0,0.0,315.55,35,0,0.0,345.33,19,0,0.0,338.03
August,6,2:00,2,0,0.0,312.89,6,0,0.0,339.78,29,0,0.0,320.03,12,0,0.0,355.13
August,6,2:30,2,0,0.0,313.93,6,0,0.0,351.91,26,0,0.0,307.5,9,0,0.0,372.27
August,6,3:00,2,0,0.0,303.74,7,0,0.0,358.58,24,0,0.0,316.55,3,0,0.0,390.44
August,6,3:30,1,0,0.0,254.05,6,0,0.0,308.0,23,0,0.0,345.67,1,0,0.0,390.4
August,6,4:00,1,0,0.0,228.91,6,0,0.0,294.0,22,0,0.0,347.48,1,0,0.0,373.42
August,6,4:30,1,0,0.0,238.64,6,0,0.0,285.84,17,0,0.0,327.5,1,0,0.0,358.93
August,6,5:00,1,0,0.0,266.84,5,0,6e-05,315.84,18,0,0.0,299.83,1,0,7.6e-05,320.45
August,6,5:30,2,0,0.0,277.31,5,0,0.010018,360.66,22,0,0.0,271.78,3,0,0.004531,260.38
August,6,6:00,2,0,6.2e-05,259.25,6,1,0.171413,338.69,32,0,0.0,262.5,14,0,0.023363,253.52
August,6,6:30,4,0,0.006343,270.95,11,3,0.289404,285.42,51,0,0.0,262.75,25,1,0.034987,269.18
August,6,7:00,8,1,0.067006,302.2,27,3,0.096855,259.84,93,0,3e-06,277.64,45,0,0.007161,258.55
August,6,7:30,19,2,0.110056,319.73,47,4,0.089078,292.29,157,0,0.000262,286.92,78,0,0.000192,275.1
August,6,8:00,45,5,0.104732,310.99,87,2,0.027279,305.94,270,1,0.003501,298.95,130,0,5.3e-05,295.39
August,6,8:30,78,9,0.121258,335.81,136,3,0.019117,313.32,397,4,0.01049,314.01,193,0,0.000892,299.03
August,6,9:00,115,9,0.075343,335.29,203,1,0.0065,320.15,562,8,0.014313,325.27,278,1,0.003961,297.29
August,6,9:30,145,6,0.041188,336.4,261,3,0.011074,326.44,702,10,0.014201,330.99,336,4,0.010722,308.43
August,6,10:00,170,3,0.017395,333.98,310,11,0.034306,333.47,814,10,0.012737,334.11,391,10,0.0245,316.51
August,6,10:30,191,1,0.003332,333.63,344,18,0.051344,345.3,909,18,0.019813,343.48,428,16,0.036843,325.07
August,6,11:00,203,0,0.000429,334.0,386,9,0.023481,352.02,960,13,0.01399,349.61,467,9,0.018616,328.29
August,6,11:30,210,1,0.006235,332.52,419,9,0.022378,353.9,985,8,0.008251,352.7,490,6,0.013022,329.89
August,6,12:00,210,4,0.020132,342.92,450,5,0.011089,355.09,1003,14,0.013702,352.67,501,6,0.011388,329.76
August,6,12:30,210,3,0.015129,341.33,461,6,0.012859,355.2,1009,25,0.024435,355.43,507,6,0.010999,329.18
August,6,13:00,213,1,0.003507,339.61,473,6,0.01323,348.21,1007,13,0.013233,354.46,514,5,0.009235,331.91
August,6,13:30,212,0,0.000154,338.07,483,6,0.012794,350.18,1004,9,0.008701,353.97,522,3,0.005437,328.32
August,6,14:00,212,0,2e-06,338.93,493,4,0.009107,354.03,1008,9,0.009133,355.93,532,2,0.003005,329.23
August,6,14:30,214,0,0.000112,343.13,498,6,0.012138,358.56,1011,11,0.010389,358.1,530,3,0.005979,338.21
August,6,15:00,214,1,0.002385,341.87,499,4,0.008788,356.2,996,9,0.009046,361.31,530,4,0.007133,343.74
August,6,15:30,213,1,0.006639,346.13,500,4,0.008532,355.09,990,10,0.010109,366.49,528,6,0.010876,342.05
August,6,16:00,210,1,0.00243,351.07,495,4,0.007976,354.42,978,6,0.006316,366.07,521,7,0.012629,339.75
August,6,16:30,200,0,0.000119,348.53,478,2,0.005135,356.36,941,5,0.004923,363.77,508,5,0.009248,338.54
August,6,17:00,181,0,1e-06,344.95,455,1,0.002761,357.85,882,5,0.006142,361.93,491,5,0.011081,334.57
August,6,17:30,160,0,0.0,335.39,439,4,0.0082,356.32,837,6,0.00734,362.77,459,5,0.011259,337.44
August,6,18:00,140,0,0.0,334.25,403,6,0.015203,353.99,772,7,0.008475,366.81,406,4,0.011028,333.23
August,6,18:30,118,0,0.0,355.48,359,3,0.008829,354.05,695,5,0.007186,366.85,366,5,0.012873,335.59
August,6,19:00,81,0,0.0,354.66,326,4,0.013053,355.03,623,5,0.008557,360.33,338,6,0.018748,337.28
August,6,19:30,61,0,2e-06,340.67,295,5,0.018629,356.69,550,5,0.008545,355.18,306,7,0.023057,344.34
August,6,20:00,48,0,0.000503,321.45,258,6,0.021711,354.03,476,3,0.006361,356.48,272,7,0.025858,340.73
August,6,20:30,40,1,0.012612,312.5,221,3,0.011466,347.23,411,3,0.00687,358.2,235,6,0.024383,331.82
August,6,21:00,32,1,0.044071,313.08,181,2,0.013542,344.57,343,1,0.002577,358.77,194,8,0.042879,334.35
August,6,21:30,25,1,0.020828,306.65,152,1,0.005633,342.61,287,0,0.000142,356.75,172,5,0.029162,334.02
August,6,22:00,18,0,0.001314,311.02,120,0,0.000334,324.89,237,0,1e-06,349.47,135,1,0.007572,332.79
August,6,22:30,13,0,1.1e-05,300.28,95,0,3e-06,321.4,183,0,0.0,333.29,113,0,0.000383,330.98
August,6,23:00,11,0,0.0,291.48,72,0,0.0,316.59,143,0,0.0,332.46,88,0,3e-06,324.23
August,6,23:30,9,0,0.0,281.69,58,0,0.0,315.38,119,0,0.0,333.04,71,0,0.0,315.76
August,7,0:00,5,0,0.0,333.12,31,0,0.0,305.27,84,0,0.0,334.65,40,0,0.0,348.15
August,7,0:30,4,0,0.0,332.88,22,0,0.0,293.59,72,0,0.0,329.86,32,0,0.0,355.64
August,7,1:00,3,0,0.0,322.75,12,0,0.0,291.59,58,0,0.0,330.86,24,0,0.0,355.08
August,7,1:30,2,0,0.0,316.93,7,0,0.0,327.44,47,0,0.0,319.94,19,0,0.0,334.95
August,7,2:00,2,0,0.0,290.7,5,0,0.0,375.09,40,0,0.0,262.65,14,0,0.0,314.96
August,7,2:30,2,0,0.0,325.45,4,0,0.0,381.23,41,0,0.0,227.21,10,0,0.0,299.09
August,7,3:00,2,0,0.0,340.18,3,0,0.0,346.29,38,0,0.0,286.22,3,0,0.0,295.48
August,7,3:30,2,0,0.0,304.28,3,0,0.0,365.85,35,0,0.0,321.79,1,0,0.0,295.61
August,7,4:00,2,0,0.0,288.02,3,0,0.0,343.87,34,0,0.0,296.14,1,0,0.0,300.0
August,7,4:30,1,0,0.0,315.72,3,0,0.0,303.63,23,0,0.0,276.37,1,0,0.0,306.11
August,7,5:00,2,0,0.000308,265.77,3,0,0.00013,269.8,25,0,6e-06,265.39,1,0,0.00015,300.31
August,7,5:30,2,0,0.036829,292.74,4,0,0.018252,273.66,26,0,0.001025,273.38,3,0,0.010348,285.72
August,7,6:00,3,2,0.563012,303.6,5,1,0.274753,281.98,36,1,0.015555,273.33,13,1,0.056475,258.21
August,7,6:30,5,5,1.0,307.12,9,4,0.428061,342.29,54,2,0.029274,267.81,24,2,0.085234,268.19
August,7,7:00,9,5,0.561729,322.91,25,2,0.091384,309.3,94,1,0.012814,268.82,41,1,0.017772,276.24
August,7,7:30,20,4,0.182815,308.94,44,2,0.056643,299.44,155,2,0.011833,278.58,73,0,0.00047,267.44
August,7,8:00,48,2,0.040636,306.4,82,2,0.019836,312.09,261,1,0.004375,301.34,125,0,0.000238,277.06
August,7,8:30,82,3,0.032494,323.72,129,2,0.017192,320.6,382,2,0.005317,311.99,185,1,0.003745,294.87
August,7,9:00,117,1,0.008377,331.91,193,2,0.008227,320.99,531,4,0.006833,321.19,253,3,0.013219,303.62
August,7,9:30,147,1,0.004892,328.58,243,2,0.009711,326.78,674,6,0.008988,329.56,313,6,0.020227,312.14
August,7,10:00,175,3,0.015005,324.06,293,2,0.007679,333.02,786,10,0.012236,339.06,368,8,0.021117,318.83
August,7,10:30,202,3,0.014875,328.51,335,5,0.016112,344.41,874,15,0.01729,347.9,408,10,0.023467,321.91
August,7,11:00,215,1,0.004103,330.24,365,9,0.025525,349.64,931,16,0.017644,351.89,442,5,0.012407,327.9
August,7,11:30,222,0,0.000181,332.6,400,15,0.036254,346.57,959,15,0.015716,354.23,458,3,0.007482,330.55
August,7,12:00,226,0,1e-06,332.26,429,12,0.026914,349.47,955,13,0.013342,355.69,468,4,0.009528,326.86
August,7,12:30,226,0,0.0,327.2,435,11,0.025596,354.88,954,19,0.020335,357.78,474,8,0.015883,325.53
August,7,13:00,223,0,0.0,332.47,446,11,0.025647,350.48,952,19,0.019467,358.71,474,10,0.021365,329.02
August,7,13:30,225,0,1e-06,339.22,459,16,0.035923,347.42,955,11,0.011323,356.34,479,10,0.021808,328.18
August,7,14:00,228,0,0.000177,340.07,477,11,0.023166,350.19,959,16,0.016644,358.86,499,13,0.026364,330.8
August,7,14:30,229,1,0.004114,340.41,483,9,0.017902,352.63,962,32,0.033156,362.24,500,10,0.020642,336.6
August,7,15:00,230,4,0.018545,345.09,476,6,0.013554,357.1,961,15,0.015127,361.82,495,6,0.01307,340.96
August,7,15:30,227,7,0.030125,346.65,474,6,0.013284,358.65,953,6,0.006178,362.46,495,5,0.009231,338.51
August,7,16:00,226,4,0.018838,343.88,469,5,0.010643,356.28,925,6,0.006933,364.11,495,3,0.006585,336.07
August,7,16:30,218,1,0.004306,340.1,457,4,0.008727,353.8,885,7,0.008113,366.05,480,3,0.005232,339.95
August,7,17:00,195,0,0.000208,340.05,437,2,0.004577,355.86,846,6,0.007505,363.69,455,3,0.007025,339.6
August,7,17:30,168,0,1e-06,341.71,416,4,0.008883,355.83,803,9,0.010636,361.74,425,3,0.007468,337.53
August,7,18:00,150,0,0.0,341.74,394,6,0.014207,352.92,734,8,0.010946,364.46,386,3,0.006927,340.96
August,7,18:30,126,0,0.0,340.48,358,5,0.013806,352.47,663,8,0.011478,366.88,351,4,0.011359,336.05
August,7,19:00,89,0,2e-06,341.6,328,5,0.014891,349.64,600,14,0.023435,365.42,324,8,0.025705,332.4
August,7,19:30,67,0,0.000477,329.7,295,5,0.015629,354.68,541,23,0.041832,369.65,293,13,0.044224,332.75
August,7,20:00,52,1,0.013017,333.75,253,4,0.015637,358.55,475,16,0.032752,365.09,262,10,0.037182,326.87
August,7,20:30,43,2,0.04324,340.06,218,1,0.005237,348.02,416,9,0.022417,359.59,225,5,0.021828,329.29
August,7,21:00,33,1,0.020466,322.08,183,0,0.000486,346.29,344,3,0.007297,358.67,179,3,0.017793,330.53
August,7,21:30,25,0,0.00305,323.3,153,1,0.005161,343.13,272,0,0.000414,357.46,163,2,0.010445,329.16
August,7,22:00,20,1,0.048034,313.79,118,2,0.018694,334.05,221,0,3e-06,343.82,129,2,0.019232,335.11
August,7,22:30,14,3,0.181723,314.41,93,1,0.008541,325.7,173,0,0.0,337.86,105,1,0.013515,323.8
August,7,23:00,12,1,0.081084,329.17,70,0,0.000527,325.07,137,0,0.0,338.66,82,0,0.003189,323.99
August,7,23:30,9,0,0.004775,350.49,56,0,4e-06,315.4,111,0,0.0,335.6,66,0,0.000164,333.92
August,8,0:00,6,0,0.0,409.11,29,0,0.0,315.92,78,0,0.0,357.96,41,0,0.0,336.61
August,8,0:30,5,0,0.0,362.35,21,0,0.0,330.86,64,0,0.0,338.35,32,0,0.0,331.43
August,8,1:00,4,0,0.0,308.05,12,0,0.0,357.23,49,0,0.0,332.13,24,0,0.0,344.45
August,8,1:30,3,0,0.0,248.17,7,0,0.0,299.22,42,0,0.0,324.01,18,0,0.0,321.12
August,8,2:00,2,0,0.0,254.41,6,0,0.0,319.23,36,0,0.0,322.2,13,0,0.0,331.41
August,8,2:30,2,0,0.0,267.34,6,0,0.0,346.28,37,0,0.0,332.05,9,0,0.0,338.96
August,8,3:00,2,0,0.0,206.38,6,0,0.0,379.12,33,0,0.0,347.43,4,0,0.0,340.51
August,8,3:30,2,0,0.0,207.31,5,0,0.0,368.85,31,0,0.0,366.86,2,0,0.0,273.88
August,8,4:00,2,0,0.0,243.85,5,0,0.0,301.23,32,0,0.0,346.04,1,0,0.0,253.23
August,8,4:30,2,0,0.0,255.45,6,0,1.2e-05,247.17,23,0,0.0,347.16,1,0,0.0,266.66
August,8,5:00,2,0,0.000193,252.15,6,0,0.002036,257.54,24,0,5e-06,331.12,1,0,0.000115,300.5
August,8,5:30,2,0,0.025348,241.23,6,0,0.05582,272.56,24,0,0.000839,317.47,3,0,0.008213,316.01
August,8,6:00,3,1,0.459393,230.6,8,3,0.362545,301.46,34,0,0.012251,292.53,12,1,0.043847,276.55
August,8,6:30,4,4,1.0,254.09,13,6,0.488153,334.78,51,1,0.023421,275.83,25,1,0.057603,268.27
August,8,7:00,10,6,0.626088,296.25,31,3,0.097546,301.05,86,1,0.012024,273.61,45,1,0.0153,273.88
August,8,7:30,19,3,0.163282,309.67,49,2,0.049432,285.53,149,2,0.012135,275.12,77,1,0.009736,285.13
August,8,8:00,47,1,0.013863,300.67,90,2,0.017659,292.1,257,1,0.003621,290.34,130,1,0.009569,286.41
August,8,8:30,83,0,0.000332,308.03,132,3,0.021863,311.73,382,0,0.001122,308.8,187,2,0.00832,291.09
August,8,9:00,121,0,2e-06,318.32,194,4,0.018979,329.64,533,2,0.003713,315.96,259,3,0.010014,301.65
August,8,9:30,154,0,0.000101,326.15,241,3,0.012358,336.41,667,5,0.007801,320.02,323,5,0.01503,310.53
August,8,10:00,177,0,0.001865,333.53,297,3,0.009226,342.2,768,8,0.010894,330.81,378,6,0.015995,312.99
August,8,10:30,208,1,0.004407,335.96,338,6,0.0176,343.26,852,13,0.014773,339.63,414,8,0.01937,323.84
August,8,11:00,223,0,0.001668,336.04,372,11,0.028779,347.66,910,9,0.010205,346.39,444,7,0.01615,329.02
August,8,11:30,232,1,0.003818,334.06,406,16,0.038774,355.74,947,11,0.011266,348.04,468,6,0.012845,328.28
August,8,12:00,238,2,0.010209,332.39,442,13,0.028455,358.44,958,15,0.016074,348.04,478,5,0.011023,329.04
August,8,12:30,239,1,0.005039,340.96,449,13,0.029515,360.5,955,16,0.017043,351.51,486,4,0.008987,335.81
August,8,13:00,239,1,0.004005,347.07,460,13,0.028598,353.09,953,11,0.011155,358.4,491,4,0.007977,338.15
August,8,13:30,242,0,0.001474,344.44,472,14,0.030576,351.18,953,11,0.011105,359.02,499,5,0.010746,335.67
August,8,14:00,243,1,0.002385,342.54,491,18,0.035885,357.48,957,13,0.013218,359.2,509,7,0.01436,332.93
August,8,14:30,248,2,0.009681,342.24,503,18,0.035248,359.08,957,14,0.014335,358.84,507,9,0.017183,336.29
August,8,15:00,247,5,0.018974,338.26,506,10,0.019481,361.18,955,16,0.016874,358.11,504,7,0.014361,340.56
August,8,15:30,247,6,0.023204,342.95,500,8,0.016537,360.34,949,17,0.017966,358.89,503,7,0.014276,339.15
August,8,16:00,242,2,0.007372,346.23,496,8,0.0171,365.72,932,9,0.010172,359.96,513,5,0.009563,339.53
August,8,16:30,226,0,0.000361,347.83,481,8,0.017059,362.71,881,7,0.007388,359.26,496,4,0.008325,337.87
August,8,17:00,201,0,3e-06,345.01,460,8,0.017234,357.76,829,6,0.007443,359.86,463,3,0.006689,341.87
August,8,17:30,177,0,8.8e-05,341.33,432,9,0.021645,358.86,773,6,0.007632,361.4,424,2,0.005283,335.11
August,8,18:00,157,0,0.002102,345.33,404,11,0.026135,360.96,691,5,0.00688,363.68,380,2,0.004206,332.3
August,8,18:30,130,1,0.007045,360.88,363,8,0.021176,355.91,627,4,0.006162,362.9,340,3,0.008178,334.58
August,8,19:00,91,0,0.003655,362.46,334,8,0.024776,353.46,558,4,0.007812,356.58,308,5,0.015086,335.77
August,8,19:30,66,0,0.000234,349.13,298,6,0.020352,348.49,494,4,0.008252,357.69,274,5,0.017247,335.98
August,8,20:00,51,0,2e-06,341.81,253,5,0.018615,350.07,422,5,0.011258,354.68,236,3,0.014815,330.07
August,8,20:30,41,0,0.0,332.83,222,3,0.015695,351.33,366,2,0.004942,349.5,206,4,0.019665,323.3
August,8,21:00,30,0,1e-05,335.61,190,2,0.00979,343.6,306,0,0.000598,350.54,169,8,0.047074,331.76
August,8,21:30,23,0,0.002222,325.05,161,3,0.016712,334.88,245,0,2.4e-05,348.33,148,6,0.041979,338.58
August,8,22:00,19,1,0.057354,331.07,121,1,0.007856,333.2,200,0,0.0,346.16,118,2,0.015967,328.76
August,8,22:30,14,4,0.253852,351.18,97,0,0.000461,326.09,158,0,0.0,344.26,97,0,0.002102,314.28
August,8,23:00,11,3,0.245324,320.14,74,0,4e-06,335.21,125,0,0.0,334.9,76,0,9e-05,309.89
August,8,23:30,9,1,0.074611,256.72,63,0,0.0,343.97,103,0,0.0,319.79,62,0,1e-06,311.18
August,9,0:00,6,0,0.0,347.62,37,0,0.0,307.65,64,0,0.0,326.56,42,0,0.0,321.0
August,9,0:30,5,0,0.0,354.97,28,0,0.0,336.18,51,0,0.0,328.52,30,0,0.0,327.26
August,9,1:00,3,0,0.0,277.74,15,0,0.0,343.75,38,0,0.0,336.74,23,0,0.0,321.18
August,9,1:30,2,0,0.0,221.15,10,0,0.0,296.75,30,0,0.0,329.84,17,0,0.0,315.22
August,9,2:00,1,0,0.0,285.54,7,0,0.0,289.24,21,0,0.0,322.89,12,0,0.0,309.71
August,9,2:30,1,0,0.0,299.99,5,0,0.0,296.99,16,0,0.0,332.12,8,0,0.0,325.18
August,9,3:00,1,0,0.0,290.25,4,0,0.0,274.46,13,0,0.0,315.45,3,0,0.0,350.68
August,9,3:30,1,0,0.0,266.43,4,0,0.0,222.28,12,0,0.0,304.94,1,0,0.0,308.51
August,9,4:00,1,0,0.0,260.06,4,0,0.0,254.28,12,0,0.0,339.86,1,0,0.0,289.89
August,9,4:30,1,0,0.0,253.25,4,0,0.0,301.84,11,0,0.0,349.31,1,0,0.0,290.38
August,9,5:00,1,0,0.0,290.67,4,0,2.3e-05,283.61,12,0,0.0,371.09,1,0,0.0,290.2
August,9,5:30,1,0,0.0,251.72,4,0,0.003841,313.67,14,0,0.0,326.52,2,0,0.0,272.28
August,9,6:00,2,0,0.0,260.11,5,0,0.066638,350.12,21,0,4e-06,297.61,9,0,8e-06,255.74
August,9,6:30,3,0,0.0,283.21,7,1,0.125099,333.35,36,0,0.000398,282.2,16,0,0.000751,265.0
August,9,7:00,6,0,0.0,267.44,12,0,0.027984,305.38,62,0,0.004963,274.19,28,0,0.009003,279.88
August,9,7:30,12,0,0.0,288.61,18,0,0.00082,315.41,101,1,0.008404,271.44,45,1,0.015517,295.68
August,9,8:00,29,0,0.0,276.23,35,0,0.000438,313.48,171,0,0.001908,280.65,75,0,0.00354,294.85
August,9,8:30,47,0,2e-06,286.02,54,0,0.00643,314.43,246,1,0.002041,297.63,111,0,0.002771,290.79
August,9,9:00,69,0,0.000181,286.63,110,1,0.013362,304.63,348,3,0.009307,304.23,162,2,0.009336,294.26
August,9,9:30,83,0,0.003226,286.25,153,2,0.016209,311.8,422,7,0.016471,315.79,200,3,0.016211,290.35
August,9,10:00,101,1,0.00747,295.75,190,4,0.01894,320.08,516,5,0.009849,323.63,240,5,0.020115,296.06
August,9,10:30,125,1,0.005673,301.04,223,6,0.025251,330.58,583,6,0.009461,332.21,281,7,0.02518,304.56
August,9,11:00,138,2,0.014435,303.23,256,6,0.022418,333.95,625,7,0.011106,335.55,314,6,0.017965,312.08
August,9,11:30,144,4,0.026557,303.38,285,6,0.021316,335.81,640,9,0.014564,340.1,332,3,0.008993,315.09
August,9,12:00,153,6,0.040744,311.27,301,6,0.018312,334.33,652,10,0.015593,341.83,344,3,0.007843,318.81
August,9,12:30,158,8,0.05276,313.39,314,9,0.028919,338.03,652,11,0.016173,341.93,352,4,0.011686,317.36
August,9,13:00,158,4,0.025068,319.54,326,12,0.03626,338.68,646,9,0.014542,344.99,357,5,0.014708,316.95
August,9,13:30,155,1,0.008169,323.4,340,13,0.039613,337.31,648,11,0.016784,347.22,358,7,0.01825,314.16
August,9,14:00,153,2,0.015005,324.65,348,13,0.037216,340.49,650,10,0.01578,347.75,357,8,0.022117,316.7
August,9,14:30,153,2,0.015295,322.65,344,9,0.025944,344.02,639,5,0.007545,346.71,357,12,0.032412,318.19
August,9,15:00,150,1,0.004378,320.42,341,4,0.012918,337.58,611,1,0.001505,348.27,352,7,0.019238,310.13
August,9,15:30,147,0,0.000202,326.48,336,4,0.010664,334.48,592,0,0.000599,346.0,337,3,0.010046,308.31
August,9,16:00,143,0,0.000207,328.72,328,3,0.01011,344.58,573,1,0.00185,347.33,321,3,0.008151,316.56
August,9,16:30,132,1,0.004873,312.83,311,2,0.008001,351.47,535,1,0.002629,346.32,303,2,0.00639,316.39
August,9,17:00,122,2,0.016697,320.55,299,2,0.006801,348.84,507,2,0.003778,347.99,282,2,0.005996,317.14
August,9,17:30,108,1,0.013502,329.78,282,3,0.009897,350.59,486,1,0.002386,347.77,264,1,0.002857,318.57
August,9,18:00,97,1,0.006112,334.76,248,5,0.019519,353.78,451,2,0.004014,347.2,236,1,0.003065,322.68
August,9,18:30,83,1,0.009112,340.07,227,4,0.01981,352.09,410,2,0.004711,349.93,213,0,0.001184,331.48
August,9,19:00,65,0,0.004093,333.43,205,3,0.015234,344.37,372,3,0.006989,349.17,200,0,5.9e-05,330.02
August,9,19:30,52,0,0.000242,328.32,188,4,0.021151,336.2,332,3,0.010508,347.2,179,0,1e-06,325.37
August,9,20:00,40,0,2e-06,308.21,173,7,0.03857,333.14,299,3,0.010493,347.65,156,0,0.000158,314.06
August,9,20:30,33,0,0.0,296.1,151,4,0.028934,320.43,253,2,0.00649,345.73,142,1,0.003713,307.9
August,9,21:00,24,0,0.0,309.11,125,4,0.02874,315.59,212,1,0.006089,344.65,120,1,0.012234,309.49
August,9,21:30,18,0,0.0,330.04,106,2,0.020359,319.45,175,0,0.002304,339.28,101,1,0.005245,313.61
August,9,22:00,13,0,0.0,360.85,80,1,0.015049,317.11,146,0,0.000127,329.31,87,0,0.000283,311.65
August,9,22:30,9,0,0.0,334.02,63,1,0.009925,315.29,119,0,1e-06,324.0,73,0,2e-06,311.31
August,9,23:00,7,0,0.0,328.59,50,1,0.017575,299.49,93,0,0.0,321.74,59,0,0.0,305.14
August,9,23:30,5,0,0.0,287.39,43,0,0.007635,298.95,83,0,0.0,318.87,49,0,0.0,291.93
August,10,0:00,3,0,0.0,329.62,33,0,0.0,280.68,55,0,0.0,314.81,36,0,0.0,297.44
August,10,0:30,3,0,0.0,345.27,25,0,0.0,285.88,44,0,0.0,322.82,26,0,0.0,296.85
August,10,1:00,2,0,0.0,344.73,14,0,0.0,317.95,36,0,0.0,300.26,20,0,0.0,327.2
August,10,1:30,2,0,0.0,320.74,9,0,0.0,334.41,29,0,0.0,292.68,15,0,0.0,351.59
August,10,2:00,1,0,0.0,243.02,7,0,0.0,348.72,23,0,0.0,306.05,11,0,0.0,351.47
August,10,2:30,1,0,0.0,282.35,5,0,0.0,302.07,18,0,0.0,309.14,8,0,0.0,360.86
August,10,3:00,1,0,0.0,337.65,5,0,0.0,296.67,16,0,0.0,328.79,3,0,0.0,350.36
August,10,3:30,1,0,0.0,437.91,4,0,0.0,247.56,14,0,0.0,375.92,1,0,0.0,294.25
August,10,4:00,1,0,0.0,377.87,4,0,0.0,205.64,13,0,0.0,395.08,0,0,0.0,257.19
August,10,4:30,1,0,0.0,265.64,4,0,0.0,310.98,11,0,0.0,364.44,0,0,0.0,272.38
August,10,5:00,2,0,0.0,209.85,3,0,0.0,379.1,12,0,0.0,327.57,1,0,0.0,298.83
August,10,5:30,2,0,0.0,225.77,2,0,0.0,297.98,14,0,0.0,274.74,1,0,0.0,284.72
August,10,6:00,2,0,0.0,251.46,3,0,0.0,261.23,19,0,0.0,265.49,5,0,0.0,236.1
August,10,6:30,2,0,0.0,249.89,4,0,0.0,260.06,28,0,0.0,264.93,11,0,0.0,257.22
August,10,7:00,4,0,0.0,274.47,7,0,0.0,265.76,43,0,0.0,270.14,19,0,0.0,295.15
August,10,7:30,6,0,0.0,295.8,11,0,0.0,277.48,66,0,0.0,273.3,31,0,0.0,301.3
August,10,8:00,12,0,0.0,278.16,22,0,0.0,272.5,104,0,0.0,279.54,47,0,0.0,295.32
August,10,8:30,14,0,0.0,279.53,33,0,0.0,288.47,138,0,0.0,291.33,64,0,6e-06,302.82
August,10,9:00,17,0,0.0,273.67,59,0,0.0,296.62,182,0,0.0,300.48,88,0,0.000666,295.23
August,10,9:30,21,0,0.0,296.11,77,0,0.0,301.46,224,0,0.0,298.15,107,1,0.012726,285.98
August,10,10:00,25,0,0.0,299.55,97,0,5e-06,299.98,271,0,0.0,298.52,128,6,0.048691,297.54
August,10,10:30,32,0,0.0,293.64,110,0,0.000683,305.15,323,0,0.0,304.01,153,10,0.063346,312.47
August,10,11:00,33,0,0.0,296.24,121,2,0.013324,303.36,361,0,4e-06,312.35,166,6,0.033978,309.59
August,10,11:30,36,0,6e-06,301.1,139,5,0.032574,304.23,397,0,0.000527,315.52,178,3,0.015962,307.17
August,10,12:00,50,0,0.000741,299.61,157,3,0.020172,301.68,424,5,0.010877,313.53,194,1,0.006073,305.95
August,10,12:30,61,1,0.013074,300.44,178,5,0.027775,298.86,432,16,0.037129,315.23,196,2,0.012332,303.29
August,10,13:00,72,2,0.030648,301.83,202,5,0.023215,295.55,439,22,0.049026,322.48,199,5,0.025811,308.51
August,10,13:30,76,1,0.010811,300.81,217,5,0.024787,298.81,441,28,0.063593,325.33,205,5,0.023497,308.22
August,10,14:00,79,1,0.009456,305.54,228,2,0.00766,305.72,444,17,0.038376,328.12,206,2,0.011573,308.77
August,10,14:30,79,2,0.025307,308.56,230,0,0.000353,310.76,444,4,0.008331,327.88,206,3,0.014926,308.25
August,10,15:00,76,1,0.018007,309.58,235,0,0.000204,309.3,444,0,0.000357,330.03,205,2,0.01083,311.6
August,10,15:30,75,2,0.02505,305.14,239,1,0.004225,307.93,436,0,2e-06,329.38,208,3,0.015956,310.67
August,10,16:00,76,1,0.008775,301.55,231,3,0.012314,308.69,427,0,0.0,326.68,199,2,0.012104,319.16
August,10,16:30,74,0,0.000425,297.09,219,2,0.009216,308.56,411,0,0.0,330.98,194,4,0.01827,318.36
August,10,17:00,67,0,3e-06,297.73,213,3,0.013527,308.84,390,0,0.0,329.56,187,1,0.006827,320.57
